source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-3673	ป้อน	v	13076	feed		2	v	餵食	authored_needs_review
th5000-cand-20260708-3676	ความดัน	n	32747	pressure		1	n	壓力	authored_needs_review
th5000-cand-20260708-3679	สุโขทัย	n	20244	Sukhothai		3	n	素可泰	authored_needs_review
th5000-cand-20260708-3682	ผู้พัฒนา	n	360	developer		1	n	開發者	authored_needs_review
th5000-cand-20260708-3686	ความมุ่งมั่น	n	32860	will	intention; determination	1	n	意志	authored_needs_review
th5000-cand-20260708-3689	วินิจฉัย	v	35730	judge	make a final decision; decide; contemplate; consider	1	v	判斷	authored_needs_review
th5000-cand-20260708-3692	แพน	n	15123	tail		2	n;v	尾巴	authored_needs_review
th5000-cand-20260708-3695	ส่วนมาก	adv	7382	mostly	chiefly; largely; mainly; generally; on the whole	1	adv	大部分	authored_needs_review
th5000-cand-20260708-3698	เคารพ	v	12618	respect	esteem; regard; value	1	v	尊重	authored_needs_review
th5000-cand-20260708-3702	อากาศยาน	n	19292	aircraft	airplane; airship	1	n	飛機	authored_needs_review
th5000-cand-20260708-3705	ความไว้วางใจ	n	37911	trustworthiness	trust; reliance	1	n	可信度	authored_needs_review
th5000-cand-20260708-3708	รูด	v	5899	draw	pull; slip	1	v	拉	authored_needs_review
th5000-cand-20260708-3711	ในแง่	adv	35245	in the sense of	in the  meaning of; in respect to/of	1	adv	就…而言	authored_needs_review
th5000-cand-20260708-3714	เติมเต็ม	v	713	fulfill	complete	1	v	滿足	authored_needs_review
th5000-cand-20260708-3718	กันเอง	adv	38605	intimately	amicably; familiarly	1	adv	親密	authored_needs_review
th5000-cand-20260708-3721	ปัจจุบันนี้	adv	13123	nowadays	at present; now; today; at the present time	1	adv	如今	authored_needs_review
th5000-cand-20260708-3725	ต่างจังหวัด	n	22182	province	country	5	adj;n	省	authored_needs_review
th5000-cand-20260708-3728	ระงับ	v	11865	restrain	suppress; hold back	1	v	克制	authored_needs_review
th5000-cand-20260708-3732	บิต	n	1479	BIT	binary digit	2	n	位元	authored_needs_review
th5000-cand-20260708-3735	ดอง	v	33658	stay unnecessarily long	hold (up); shelve; lay set/aside; withhold	5	adj;v	不必要地停留太久	authored_needs_review
th5000-cand-20260708-3738	ขึ้นกับ	v	40051	be under	be up to; report to; be under the control of; belong to; be responsible to	1	v	隸屬於	authored_needs_review
th5000-cand-20260708-3741	ทางออก	n	24925	exit	outlet	2	n	出口	authored_needs_review
th5000-cand-20260708-3744	ปราจีนบุรี	n	27380	Prachin Buri		1	n	巴真武里	authored_needs_review
th5000-cand-20260708-3747	มหาวิทยาลัยเชียงใหม่	n	30964	Chiang Mai University		1	n	清邁大學	authored_needs_review
th5000-cand-20260708-3750	รถเช่า	n	5756	rented car	hired car; self-drive car; drive-yourself car; taxi	1	n	租車	authored_needs_review
th5000-cand-20260708-3753	ตับ	n	21307	(in a) row	(in a) line; (in a) rank	3	clas;n	成排	authored_needs_review
th5000-cand-20260708-3758	สวิง	n	3170	net	fishing net	2	n	網	authored_needs_review
th5000-cand-20260708-3761	ไม่ต้องสงสัย	adv	5642	undoubtedly	doubtlessly; certainly	1	adv	毫無疑問	authored_needs_review
th5000-cand-20260708-3764	เชิญชวน	v	28614	invite	persuade; induce; ask	1	v	邀請	authored_needs_review
th5000-cand-20260708-3767	กุมาร	n	9662	child	baby; infant; childhood	1	n	孩子	authored_needs_review
th5000-cand-20260708-3770	นครินทร์	n	34887	governor	the lord of a town; director; ruler; administrator	1	n	總督	authored_needs_review
th5000-cand-20260708-3773	ประตูรั้ว	n	27153	gate		1	n	門	authored_needs_review
th5000-cand-20260708-3776	มั่นอกมั่นใจ	v	469	be confident	be sure	2	adv;v	有信心	authored_needs_review
th5000-cand-20260708-3779	ทั้งปวง	pron	24125	whole	all	1	pron	整個	authored_needs_review
th5000-cand-20260708-3782	โมน	n	35531	peace	tranquility; calmness	1	n	平安	authored_needs_review
th5000-cand-20260708-3785	ประกันชีวิต	n	27093	life insurance		1	n	人壽保險	authored_needs_review
th5000-cand-20260708-3790	ดูแลรักษา	v	33957	look after	take care; tend	1	v	照顧	authored_needs_review
th5000-cand-20260708-3794	บกพร่อง	v	25439	defect	default; neglect	2	adv;v	失職	authored_needs_review
th5000-cand-20260708-3797	เกิดเหตุ	v	37042	have an accident	meet with an accident; (accident) happen	3	v	出事了	authored_needs_review
th5000-cand-20260708-3800	กระบอก	n	29292	sea mullet	Mugil tade; Mugil dussumicri	5	adj;clas;n	海鯔魚	authored_needs_review
th5000-cand-20260708-3804	ปอนด์	n	13075	fine printing paper		3	clas;n	高級印刷紙	authored_needs_review
th5000-cand-20260708-3807	สุภาพ	v	3379	be polite	be gentle	3	adj;adv;v	有禮貌	authored_needs_review
th5000-cand-20260708-3810	ไอคอน	n	3462	icon		1	n	圖示	authored_needs_review
th5000-cand-20260708-3813	น่าจะเป็น	v	37086	be probable	be likely; ought to be; should be	3	v	可能	authored_needs_review
th5000-cand-20260708-3817	หารือ	v	6629	consult	counsel; confer	1	v	諮詢	authored_needs_review
th5000-cand-20260708-3820	บริหารธุรกิจ	n	25491	business administration		1	n	工商管理	authored_needs_review
th5000-cand-20260708-3823	ที่จริง	adv	24596	actually	in fact; as a matter of fact	1	adv	實際上	authored_needs_review
th5000-cand-20260708-3826	สเปรย์	n	3828	spray		2	n;v	噴霧	authored_needs_review
th5000-cand-20260708-3829	นานัปการ	adj	25059	various	several; a lot of; many; diversified; miscellaneous; numerous	2	adj;adv	各種	authored_needs_review
th5000-cand-20260708-3832	แฝง	v	38791	conceal	cover up; hide; keep secret; obscure; seclude; disguise	1	v	隱藏	authored_needs_review
th5000-cand-20260708-3835	หย่อน	v	38158	be flabby	be flaccid; be sagging	1	v	鬆弛	authored_needs_review
th5000-cand-20260708-3839	โหร	n	7934	astrologer		1	n	占星家	authored_needs_review
th5000-cand-20260708-3843	ประสานงา	v	27638	collide	crash	1	v	碰撞	authored_needs_review
th5000-cand-20260708-3846	ลักษณะเด่น	n	38466	dominant feature	outstanding characteristic; notable quality; remarkable feature	2	n	顯著特徵	authored_needs_review
th5000-cand-20260708-3849	ชายแดน	n	28296	frontier	border; boundary	1	n	邊境	authored_needs_review
th5000-cand-20260708-3852	อวบ	adj	8014	overweight	plump; heavy; obese; fat; fleshy	1	adj	超重	authored_needs_review
th5000-cand-20260708-3856	นราธิวาส	n	34932	Narathiwat		1	n	那拉提瓦府	authored_needs_review
th5000-cand-20260708-3859	เวลาทำการ	n	4163	office hours		1	n	辦公時間	authored_needs_review
th5000-cand-20260708-3862	ชื่นชม	v	28483	admire	praise; commend; eulogize; appreciate; laud	1	v	佩服	authored_needs_review
th5000-cand-20260708-3865	มั่งคั่ง	v	11971	be rich	be wealthy; be loaded; be well-off	2	v	有錢	authored_needs_review
th5000-cand-20260708-3869	แสวง	v	35941	strive for	seek; pursue; go after	1	v	努力爭取	authored_needs_review
th5000-cand-20260708-3872	แม่เหล็ก	n	35510	magnet		2	n	磁鐵	authored_needs_review
th5000-cand-20260708-3876	คำพูด	n	11403	speech	words; discourse; remark; vocable; utterance	1	n	話語	authored_needs_review
th5000-cand-20260708-3879	เต็ง	n	708	Sharea obtusa		2	n	鈍葉娑羅雙	authored_needs_review
th5000-cand-20260708-3882	ตาข่าย	n	21602	net	network	1	n	網	authored_needs_review
th5000-cand-20260708-3885	ลงข่าว	v	17421	publish	print	1	v	出版	authored_needs_review
th5000-cand-20260708-3888	ราคาส่ง	n	38423	wholesale price		1	n	批發價 連續[[[1083]]]	authored_needs_review
th5000-cand-20260708-3891	ติดต่อกัน	adv	22434	consecutively	continually	1	adv	連續地	authored_needs_review
th5000-cand-20260708-3894	ชุ่มชื้น	adj	28530	damp	soaked; moist; wet	1	adj	潮濕	authored_needs_review
th5000-cand-20260708-3901	แพทยศาสตร์	n	9558	medicine	medical science	1	n	醫藥	authored_needs_review
th5000-cand-20260708-3904	มหัศจรรย์	adj	5533	miraculous	wonderful; amazing; astonishing; marvelous; magical	1	adj	神奇	authored_needs_review
th5000-cand-20260708-3907	กะปิ	n	31498	shrimp paste		1	n	蝦醬	authored_needs_review
th5000-cand-20260708-3911	ฤดูร้อน	n	17396	summer		1	n	夏天	authored_needs_review
th5000-cand-20260708-3914	มอบหมาย	v	9241	assign	commit; entrust	1	v	分配	authored_needs_review
th5000-cand-20260708-3917	สารบัญ	n	19999	table of contents	content; index	1	n	目錄	authored_needs_review
th5000-cand-20260708-3920	ค้ำ	v	11080	prop up	shore up; sustain; support; back up	2	v	支撐	authored_needs_review
th5000-cand-20260708-3923	พลังงานแสงอาทิตย์	n	14328	solar energy		1	n	太陽能	authored_needs_review
th5000-cand-20260708-3926	รถจักร	n	26277	locomotive	engine	1	n	火車頭	authored_needs_review
th5000-cand-20260708-3929	ตะวันออกเฉียงเหนือ	n	21679	northeast	northeastern	1	n	東北	authored_needs_review
th5000-cand-20260708-3933	วิสัยทัศน์	n	2815	vision		1	n	願景	authored_needs_review
th5000-cand-20260708-3937	ตามเงื่อนไข	adv	38736	according to the condition		1	adv	根據條件	authored_needs_review
th5000-cand-20260708-3940	อับ	n	8063	cassette		6	adj;adv;n	卡式錄音帶	authored_needs_review
th5000-cand-20260708-3944	สตูดิโอ	n	3036	studio		1	n	工作室	authored_needs_review
th5000-cand-20260708-3947	ทฤษฎี	n	24335	theory	hypothesis; supposition; doctrine; teachings	1	n	理論	authored_needs_review
th5000-cand-20260708-3950	เทนนิส	n	34518	tennis		1	n	網球	authored_needs_review
th5000-cand-20260708-3953	โถ	n	8816	earthen jar	glass jar	2	int;n	瓦罐	authored_needs_review
th5000-cand-20260708-3956	ชาญฉลาด	v	28115	be intelligent	be wise; be  clever; be smart; be sharp; be  bright	3	adj;adv;v	聰明	authored_needs_review
th5000-cand-20260708-3959	คณบดี	n	10753	dean		1	n	院長	authored_needs_review
th5000-cand-20260708-3962	ศัลยกรรม	n	18467	surgery	surgical operation	1	n	手術	authored_needs_review
th5000-cand-20260708-3965	ตรงกัน	v	34109	be straight		2	v	直	authored_needs_review
th5000-cand-20260708-3969	กลบ	v	30140	drown out		2	v	淹沒	authored_needs_review
th5000-cand-20260708-3973	ขนง	n	32227	eyebrows	brows	1	n	眉毛	authored_needs_review
th5000-cand-20260708-3976	มวลชน	n	11966	masses	multitude	1	n	群眾	authored_needs_review
th5000-cand-20260708-3980	ทั้งนั้น	adv	40267	all (of it)	all; every; the whole bunch; altogether	1	adv	全部	authored_needs_review
th5000-cand-20260708-3983	ศรัทธา	n	2948	faith		2	n;v	信仰	authored_needs_review
th5000-cand-20260708-3986	น่ารู้	adj	25162	interesting	concerned	1	adj	有趣	authored_needs_review
th5000-cand-20260708-3989	พะเยา	n	14495	Phayao		1	n	帕夭府	authored_needs_review
th5000-cand-20260708-3992	ปรัชญา	n	27416	philosophy		1	n	哲學	authored_needs_review
th5000-cand-20260708-3996	ตรัง	n	22368	Trang		2	n;v	董里府	authored_needs_review
th5000-cand-20260708-3999	เนื้อที่	n	39133	zone	area; dimension; space	1	n	區域	authored_needs_review
th5000-cand-20260708-4002	คว้ารางวัล	v	3566	snatch the prize	grab the prize	1	v	搶獎	authored_needs_review
th5000-cand-20260708-4006	การเช่า	n	32008	hiring	renting; leasing; letting out	1	n	租賃	authored_needs_review
th5000-cand-20260708-4010	พึ่งพา	v	14876	depend on	rely on	1	v	取決於	authored_needs_review
th5000-cand-20260708-4013	ปลั๊ก	n	13185	plug		1	n	插頭	authored_needs_review
th5000-cand-20260708-4016	เห็นได้ชัด	adv	2361	obviously seen	clearly seen	1	adv	清楚可見	authored_needs_review
th5000-cand-20260708-4019	เจดีย์	n	23631	pagoda	stupa; chedi	1	n	寶塔	authored_needs_review
th5000-cand-20260708-4022	อนุบาล	n	6707	curator		3	n;v	策展人	authored_needs_review
th5000-cand-20260708-4025	ชัยภูมิ	n	27915	strategically located place	strategically favourable position	2	n	地理位置優越	authored_needs_review
th5000-cand-20260708-4029	คุ้มกัน	v	12328	protect	guard; escort; defend; preserve	1	v	保護	authored_needs_review
th5000-cand-20260708-4032	พยากรณ์	n	40419	fortune-telling	prediction; prophecy; forecast	2	n;v	算命	authored_needs_review
th5000-cand-20260708-4035	คลังสินค้า	n	32532	warehouse	storehouse	1	n	倉庫	authored_needs_review
th5000-cand-20260708-4038	พบกัน	v	38794	meet	encounter; see; face	1	v	見面	authored_needs_review
th5000-cand-20260708-4041	ดูดี	v	2243	look good	have good appearance	1	v	看起來不錯	authored_needs_review
th5000-cand-20260708-4044	ทะเบียนรถ	n	243	motor vehicle registration	car license	1	n	車輛登記	authored_needs_review
th5000-cand-20260708-4048	ใต้ดิน	n	23109	cellar		2	adj;n	地窖	authored_needs_review
th5000-cand-20260708-4052	อยากรู้	v	7979	eager to know	be curious; be studious	1	v	渴望知道	authored_needs_review
th5000-cand-20260708-4055	ตั้งครรภ์	v	12405	be pregnant	be in pregnancy	2	v	懷孕	authored_needs_review
th5000-cand-20260708-4059	ก๊ง	v	29324	drink wine	drink (alcohol); imbibe	2	clas;v	喝酒	authored_needs_review
th5000-cand-20260708-4062	โดยตลอด	adv	21170	thoroughly		1	adv	徹底	authored_needs_review
th5000-cand-20260708-4065	แหก	v	6667	part	break; stretch apart; separate apart; pull apart	1	v	分開	authored_needs_review
th5000-cand-20260708-4068	กระจ่าง	v	29599	brighten	clear; lighten	2	adv;v	變亮	authored_needs_review
th5000-cand-20260708-4071	ความเป็นไปได้	n	37856	possibility		1	n	可能性	authored_needs_review
th5000-cand-20260708-4074	ลาออก	v	6062	resign	quit; leave; step aside/down	1	v	辭職	authored_needs_review
th5000-cand-20260708-4077	ข้อต่อ	n	32422	joint	node; connection; link; articulation	1	n	接合處	authored_needs_review
th5000-cand-20260708-4081	ธนบุรี	n	34723	Thon Buri		1	n	吞武里	authored_needs_review
th5000-cand-20260708-4085	ลวดลาย	n	6975	design	pattern	3	n	設計	authored_needs_review
th5000-cand-20260708-4088	ดัดแปลง	v	33707	modify	alter; adapt	1	v	修改	authored_needs_review
th5000-cand-20260708-4093	นรก	n	38531	hell	underworld	1	n	地獄	authored_needs_review
th5000-cand-20260708-4096	สำนักพิมพ์	n	3306	press		2	n	出版社	authored_needs_review
th5000-cand-20260708-4099	ดุสิต	n	33933	fourth land of heaven		1	n	第四天國	authored_needs_review
th5000-cand-20260708-4103	ด้าม	n	33745	handle	shaft; hilt; holder	1	n	手柄	authored_needs_review
th5000-cand-20260708-4106	จนได้	adv	5140	in the end	ultimately; finally	1	adv	最後	authored_needs_review
th5000-cand-20260708-4109	กำแพงเพชร	n	30353	Kamphaeng Phet		1	n	甘烹碧	authored_needs_review
th5000-cand-20260708-4112	พิทักษ์	v	14721	protect	watch over; guard	1	v	保護	authored_needs_review
th5000-cand-20260708-4116	รับมอบ	v	37310	accept (something)	receive (something)	2	v	接受（某事）	authored_needs_review
th5000-cand-20260708-4119	จัดเตรียม	v	33063	prepare	arrange	1	v	準備	authored_needs_review
th5000-cand-20260708-4122	ของใช้	n	37654	appliance	utensils; wares	1	n	設備	authored_needs_review
th5000-cand-20260708-4125	ข้อบังคับ	n	32452	regulation	rule; principle	1	n	規定	authored_needs_review
th5000-cand-20260708-4129	รณภู	n	26309	battlefield	battleground	1	n	戰場	authored_needs_review
th5000-cand-20260708-4132	ฆาต	n	12737	death	end; disaster	1	n	死亡	authored_needs_review
th5000-cand-20260708-4135	ตี๋	n	22667	Chinese boy		1	n	中國男孩	authored_needs_review
th5000-cand-20260708-4138	ความประทับใจ	n	32805	impression		1	n	印象	authored_needs_review
th5000-cand-20260708-4142	ไม่ทัน	v	35534	unable to	cannot; could not	3	adv;aux;v	不能	authored_needs_review
th5000-cand-20260708-4145	พื้นบ้าน	adj	14913	local	folk; homegrown; native; regional	1	adj	本地	authored_needs_review
th5000-cand-20260708-4149	ลงมือ	v	17457	start (to do something)	begin (to do something); undertake	1	v	開始（做某事）	authored_needs_review
th5000-cand-20260708-4152	ก่าย	v	31762	rest on	place	1	v	放在…上	authored_needs_review
th5000-cand-20260708-4155	ร้น	adv	26303	hurriedly	hastily	1	adv	趕緊	authored_needs_review
th5000-cand-20260708-4158	สารละลาย	n	40647	solution		1	n	解決方案	authored_needs_review
th5000-cand-20260708-4161	ฉีก	v	23969	rip	rend; tear; rupture	2	v	撕裂	authored_needs_review
th5000-cand-20260708-4164	ภายในประเทศ	adj	2713	in-house		2	adj	內部	authored_needs_review
th5000-cand-20260708-4167	นัดหมาย	v	35187	arrange an appointment	make an appointment with	1	v	安排預約	authored_needs_review
th5000-cand-20260708-4170	ระเบียง	n	38834	cloister		2	n	迴廊	authored_needs_review
th5000-cand-20260708-4173	หวด	n	36105	earthenware steamer		4	n;v	陶製蒸籠	authored_needs_review
th5000-cand-20260708-4176	ทว่า	conj	24268	but		1	conj	但是	authored_needs_review
th5000-cand-20260708-4180	ตามลำดับ	adv	21704	respectively	in turn; in order; consecutively	1	adv	分別地	authored_needs_review
th5000-cand-20260708-4183	หลายชนิด	adj	7756	various kinds	different kinds; many kinds; varied	1	adj	各種	authored_needs_review
th5000-cand-20260708-4186	ยอดเงิน	n	26981	balance		1	n	餘額	authored_needs_review
th5000-cand-20260708-4190	สวด	v	7380	pray	recite the rosary; chant; say one's prayers; offer a prayer	2	v	祈禱	authored_needs_review
th5000-cand-20260708-4193	ประโยค	n	27682	grade in Buddhist theology	class; level	2	n	佛教神學等級	authored_needs_review
th5000-cand-20260708-4196	ความพยายาม	n	32834	attempt	try; endeavor	1	n	嘗試	authored_needs_review
th5000-cand-20260708-4199	ต่อเติม	v	22496	add	increase; enlarge; grow; multiply; attach; subjoin; annex	1	v	加	authored_needs_review
th5000-cand-20260708-4203	มาสู่	v	40453	come (to)	move toward; reach; arrive at	1	v	來（到）	authored_needs_review
th5000-cand-20260708-4206	โอที	n	1722	over time	O.T.	1	n	加班	authored_needs_review
th5000-cand-20260708-4211	เกย์	n	9722	gay	fag; queer; homosexual	1	n	同性戀	authored_needs_review
th5000-cand-20260708-4214	พุทธเจ้า	n	14955	Buddha	Lord Buddha	1	n	佛	authored_needs_review
th5000-cand-20260708-4217	ตรงข้าม	adv	40235	opposite	across from	1	adv	對面	authored_needs_review
th5000-cand-20260708-4220	ประหลาด	adj	27420	strange	uncommon; unusual; odd; queer; peculiar; bizarre; extraordinary	1	adj	奇怪	authored_needs_review
th5000-cand-20260708-4225	กราม	n	30060	molar	molar tooth	1	n	臼齒	authored_needs_review
th5000-cand-20260708-4229	แผนผัง	n	9417	diagram	plan; layout; scheme; plot	1	n	圖	authored_needs_review
th5000-cand-20260708-4232	กาฬสินธุ์	n	30295	Kalasin		1	n	加拉信	authored_needs_review
th5000-cand-20260708-4235	อิฐ	n	18897	brick		1	n	磚	authored_needs_review
th5000-cand-20260708-4238	ชีวภาพ	adj	3621	biological		1	adj	生物性的	authored_needs_review
th5000-cand-20260708-4241	โศก	n	3005	bright green		5	adj;n;v	亮綠色	authored_needs_review
th5000-cand-20260708-4245	ความหวัง	n	11411	hope	wish; expectation; will; desire	1	n	希望	authored_needs_review
th5000-cand-20260708-4249	พุทธศาสนา	n	14968	Buddhism		1	n	佛教	authored_needs_review
th5000-cand-20260708-4252	ลอบ	n	6982	kind of network trap for birds		4	adv;n	一種捕鳥網	authored_needs_review
th5000-cand-20260708-4256	จิตวิทยา	n	33233	psychology	study of mind	1	n	心理學	authored_needs_review
th5000-cand-20260708-4259	ระยะสั้น	adj	553	short-term		1	adj	短期	authored_needs_review
th5000-cand-20260708-4262	หอพัก	n	3885	dormitory	dorm; boarding house; lodgings	1	n	宿舍	authored_needs_review
th5000-cand-20260708-4266	เกษตรศาสตร์	n	9987	agricultural science	agriculture; agronomy; science of agriculture	1	n	農業科學	authored_needs_review
th5000-cand-20260708-4271	ควรระวัง	v	9093	should be on the alert	should watch out; should be on guard; should keep an eye on; should be careful; should be vigilant	1	v	應該保持警惕	authored_needs_review
th5000-cand-20260708-4274	มหาสารคาม	n	8110	Maha Sarakham		1	n	瑪哈沙拉堪	authored_needs_review
th5000-cand-20260708-4277	บาดาล	n	25699	nether world	bowels of the earth	1	n	幽冥世界	authored_needs_review
th5000-cand-20260708-4280	ลูกจ้าง	n	7066	employee	worker; staff member; hireling; wage-earner; job-holder; hand	1	n	員工	authored_needs_review
th5000-cand-20260708-4283	ทวด	n	24244	great-grandfather	great-grand parents	1	n	曾祖父	authored_needs_review
th5000-cand-20260708-4286	ต้านทาน	v	21588	resist	withstand; impede; counter; oppose; check; stop	1	v	抵抗	authored_needs_review
th5000-cand-20260708-4289	หรือว่า	adp	37498	or	whichever is the case; whether	2	prep	或	authored_needs_review
th5000-cand-20260708-4294	ล้ำยุค	adj	17812	ultramodern	modern; up-to-date; novel	1	adj	超現代	authored_needs_review
th5000-cand-20260708-4297	ขืน	v	10260	force	compel; coerce	2	v	強迫	authored_needs_review
th5000-cand-20260708-4300	ชั่ง	v	28091	weigh		1	v	稱重	authored_needs_review
th5000-cand-20260708-4303	ความยุติธรรม	n	3561	justice	fairness	1	n	正義	authored_needs_review
th5000-cand-20260708-4307	แบคทีเรีย	n	4421	bacteria		1	n	細菌	authored_needs_review
th5000-cand-20260708-4310	ตัวผู้	n	21336	male	man; cock	2	adj;n	男	authored_needs_review
th5000-cand-20260708-4313	ห้างสรรพสินค้า	n	3889	department store	shopping mall	1	n	百貨公司	authored_needs_review
th5000-cand-20260708-4316	ทำประตู	v	1146	kick a ball into the goal	shoot the ball into the goal; score	1	v	將球踢入球門	authored_needs_review
th5000-cand-20260708-4319	อินทรีย์	n	37030	intelligence	wisdom; intellect	3	n	智慧	authored_needs_review
th5000-cand-20260708-4322	รถรับจ้าง	n	2099	taxi	taxicab	1	n	計程車	authored_needs_review
th5000-cand-20260708-4325	นครพนม	n	34881	Nakhon Phanom		1	n	那空拍儂府	authored_needs_review
th5000-cand-20260708-4329	ได้ความ	v	4820	learn the news	get the information; know	1	v	得知消息	authored_needs_review
th5000-cand-20260708-4333	ผิดกฎหมาย	v	317	be illegal	be against the law	1	v	非法	authored_needs_review
th5000-cand-20260708-4336	เฉย	v	28043	be still	be indifferent; be silent; keep one's peace; be apathetic; be unconcerned	2	adv;v	保持安靜	authored_needs_review
th5000-cand-20260708-4339	ระดับชาติ	n	35595	national level		2	adj;n	國家層面	authored_needs_review
th5000-cand-20260708-4342	มิตรภาพ	n	5579	friendship	friendliness; cordiality; companionship	1	n	友誼	authored_needs_review
th5000-cand-20260708-4345	ติดกับ	v	22389	trap	snare; caught in a spring trap; fall into a trap	2	conj;v	設陷阱捕捉	authored_needs_review
th5000-cand-20260708-4349	เสด็จ	n	6503	personal pronoun for the king or royal personages	His/Her Highness	2	n;v	國王或皇室人物的人稱代名詞	authored_needs_review
th5000-cand-20260708-4352	บุคคลที่สาม	n	25638	third party	third person	1	n	第三者	authored_needs_review
th5000-cand-20260708-4355	ถึงแม้ว่า	conj	23430	even though	even if; though; in spite of; despite	1	conj	儘管	authored_needs_review
th5000-cand-20260708-4358	ดีเซล	n	33877	diesel		1	n	柴油	authored_needs_review
th5000-cand-20260708-4361	ทีละ	det	34334	each	one by one	1	det	每個	authored_needs_review
th5000-cand-20260708-4364	ขื่อ	n	10255	crossbeam	joist; lintel	1	n	橫梁	authored_needs_review
th5000-cand-20260708-4368	นายกฯ	n	25115	prime minister	PM; chancellor	1	n	總理	authored_needs_review
th5000-cand-20260708-4371	ที่ทำการ	n	24637	office		1	n	辦公室	authored_needs_review
th5000-cand-20260708-4375	นักวิชาการ	n	3930	technocrat		2	n	技術官僚	authored_needs_review
th5000-cand-20260708-4378	อรุณ	n	38489	dawn	rising sun; sunrise; daybreak	1	n	黎明	authored_needs_review
th5000-cand-20260708-4382	แสงสว่าง	n	35928	bright light	strong light	1	n	強光	authored_needs_review
th5000-cand-20260708-4385	มหาวิทยาลัยมหิดล	n	30968	Mahidol University		1	n	瑪希隆大學	authored_needs_review
th5000-cand-20260708-4388	อวัยวะ	n	6737	organ	limb	1	n	器官	authored_needs_review
th5000-cand-20260708-4392	ราญ	v	26478	fight	battle	1	v	戰鬥	authored_needs_review
th5000-cand-20260708-4395	ทะเลสาบ	n	24230	lake		1	n	湖	authored_needs_review
th5000-cand-20260708-4398	อรูป	adj	36911	immaterial	formless; incorporeal	2	adj	無形的	authored_needs_review
th5000-cand-20260708-4401	การส่งออก	n	3481	exporting	sending out	1	n	出口	authored_needs_review
th5000-cand-20260708-4404	เคร่ง	v	12482	be strict	be severe; be austere; be rigorous; be serious; be stringent	2	adj;v	嚴格	authored_needs_review
th5000-cand-20260708-4408	ป๋อ	v	13094	strut	be swaggering; walk proudly	1	v	大搖大擺地走	authored_needs_review
th5000-cand-20260708-4411	รัชกาล	n	5825	reign		1	n	統治	authored_needs_review
th5000-cand-20260708-4415	ทั้งโลก	adj	40269	worldwide	all over the world; throughout the world; global	1	adj	全球	authored_needs_review
th5000-cand-20260708-4419	งอบ	n	12792	a hat made of bamboo and palm leaves shaped like an inverted basin	a kind of farmer's hat	1	n	用竹子和棕櫚葉製成的帽子，形狀像一個倒盆	authored_needs_review
th5000-cand-20260708-4422	ย่อง	v	9194	walk stealthily	walk on tiptoe; tiptoe	1	v	悄悄走	authored_needs_review
th5000-cand-20260708-4425	ประกาศนียบัตร	n	27118	certificate	diploma; testimonial	1	n	證書	authored_needs_review
th5000-cand-20260708-4428	ผด	n	16744	prickly heat	heat rash; sudamina; sudamen; papule; pustule; blister	1	n	痱子	authored_needs_review
th5000-cand-20260708-4431	บังคับใช้	v	25532	enforce	give force to	1	v	強制執行	authored_needs_review
th5000-cand-20260708-4434	สยอง	v	40572	terrify	frighten; scare	1	v	使恐懼	authored_needs_review
th5000-cand-20260708-4437	จัดแสดง	v	33072	exhibit	show	1	v	展示	authored_needs_review
th5000-cand-20260708-4440	ชรา	v	33461	old	aged; senile	1	v	變老	authored_needs_review
th5000-cand-20260708-4443	ก่ายกอง	adj	31764	many	lots of; plenty; abundant	1	adj	很多	authored_needs_review
th5000-cand-20260708-4447	จุดประสงค์	n	33288	purpose	aim; objective; goal; intention	1	n	目的	authored_needs_review
th5000-cand-20260708-4450	เซนติเมตร	clf	28916	centimeter	centimetre; cm.	1	clas	公分	authored_needs_review
th5000-cand-20260708-4453	พิง	v	14694	lean against		1	v	靠著	authored_needs_review
th5000-cand-20260708-4457	สกปรก	v	3009	be dirty	be unclean; tarnish	6	adj;adv;v	骯髒	authored_needs_review
th5000-cand-20260708-4460	ปิ่น	n	13414	hairpin		1	n	髮夾	authored_needs_review
th5000-cand-20260708-4463	ธรรมศาสตร์	n	34788	Thammasat university		2	n	法政大學	authored_needs_review
th5000-cand-20260708-4466	รมย์	adj	26411	amusing	pleasant	3	adj	有趣	authored_needs_review
th5000-cand-20260708-4469	โดยเฉลี่ย	adv	21163	on the average		1	adv	平均而言	authored_needs_review
th5000-cand-20260708-4472	ขัง	v	10415	imprison	confine; shut in	2	v	監禁	authored_needs_review
th5000-cand-20260708-4475	เดี๋ยวนี้	n	21083	now	(at) present; today; these days	2	adv;n	現在	authored_needs_review
th5000-cand-20260708-4478	ทั้งปี	adj	8394	yearly		2	adj;adv	每年	authored_needs_review
th5000-cand-20260708-4481	ด้วยเหตุนี้	conj	33610	so	therefore; thus; for this reason; that is why	1	conj	所以	authored_needs_review
th5000-cand-20260708-4484	ฎีกา	n	29007	Supreme Court		10	n	最高法院	authored_needs_review
th5000-cand-20260708-4487	ธรรมะ	n	34792	dharma	virtue codes of moral; scruples; rectitude	1	n	佛法	authored_needs_review
th5000-cand-20260708-4491	ออกเดินทาง	v	2377	depart	start the journey; leave	1	v	出發	authored_needs_review
